New Mexico Tech Lightning Mapping Array -- analyzed data
Exported on: Mon May  4 13:35:20 2020
Original data file: /Users/sharm261/Desktop/mount/OKLMA_data_2013_cases/20130519/LYLOUT_130519_212000_0600.dat.gz
Analysis started: Thu Aug 29 03:15:48 2013
Analysis finished: Thu Aug 29 06:41:36 2013
Data start time: 05/19/13 21:20:00
Number of seconds analyzed: 600
Location: OK LMA 2002/2005
Data:time (UT sec of day), lat, lon, alt(m), reduced chi^2, # of stations contributed, P(dBW), charge, mask
Number of events:       39389
Flash stats: not saved
*** data ***
 76822.394214025   35.869381  -96.931442   7996.6   0.44  7  1.6600e+01  3   78d
 76822.394547904   35.680035  -97.233673   7897.2   0.20  8  1.4300e+01  3   f8d
 76822.394670989   35.860569  -96.920097   7900.1   0.32  8  1.5400e+01  3  178d
 76822.397075016   35.862324  -96.916969   8555.9   0.31  7  2.0500e+01  3   78d
 76822.398707094   35.683792  -97.237274   7964.6   0.12 10  1.6600e+01  3 13f85
 76822.401951841   35.687782  -97.241928   8018.4   0.13  9  1.5600e+01  3 1178d
 76822.401981589   35.866333  -96.882523   7688.7   0.75  7  1.8700e+01  3   78d
 76822.405482455   35.872776  -96.921638   8054.2   0.08  7  1.6600e+01  3   78d
 76822.408806895   35.796795  -97.312965   6951.7   0.49  7  1.1200e+01  3   78d
 76822.409051027   35.857929  -96.896103   8596.5   0.49  7  1.5200e+01  3   78d
 76822.412346708   35.861679  -96.891228   8699.4   0.09  7  1.9100e+01  3   78d
 76822.412790047   35.859425  -96.890244   8854.7   0.10  7  2.0200e+01  3   78d
 76822.413597134   35.814045  -97.300407   4526.0   0.78  7  1.1900e+01  0   78d
 76822.415382995   35.699516  -97.236938   8856.5   0.19  7  1.6300e+01  3  1785
 76822.415540643   35.781330  -97.303146   7104.8   0.05  7  1.5000e+01  3   78d
 76822.417929156   35.697472  -97.239838   8740.4   0.23  9  1.5100e+01  3 13f84
 76822.430892902   35.782028  -97.330070   5904.3   0.41  7  1.0500e+01  3   78d
 76822.446042056   35.852936  -96.891235   9387.3   0.88  7  1.8600e+01  0   78d
 76822.475235663   35.787308  -97.350540   6171.7   0.06  7  1.5300e+01  3   78d
 76822.475590729   35.796608  -97.342155   8621.1   0.13  8  1.3900e+01  0   f8d
 76822.504604981   35.673332  -97.216057  11650.5   0.22  8  1.1100e+01  0 1158d
 76822.507957561   35.669640  -97.216270   9378.5   0.41 10  2.1600e+01  0  3f8d
 76822.508728169   35.677837  -97.208076   9425.5   0.07  7  1.3500e+01  0   f85
 76822.513452299   35.683537  -97.242683   7802.1   0.05  7  1.8200e+01  0   78d
 76822.513732791   35.726120  -97.166870  10140.2   0.13  7  2.7200e+01  0 16d04
 76822.518289850   35.561001  -97.205956  12799.7   0.19  7  1.1000e+01  0  158d
 76822.519392201   35.576183  -97.217857  10465.4   0.16  9  1.9900e+01  0  1f8d
 76822.523771684   35.575424  -97.220619  10329.7   0.18  8  1.4300e+01  0  1f89
 76822.525097276   35.574402  -97.222900   9681.0   0.22  8  1.4900e+01  0  1f8c
 76822.525327096   35.574551  -97.223663   9798.2   0.07  7  1.1500e+01  0  158d
 76822.529156430   35.574387  -97.224068   9164.3   0.51  7  1.3800e+01  3   78d
 76822.529308085   35.572090  -97.223427   9348.6   0.07  9  1.5700e+01  3  1f8d
 76822.529386723   35.572086  -97.222931   9307.1   0.27 10  1.7900e+01  3 11f8d
 76822.529704306   35.575996  -97.223793   9240.2   0.22  7  1.5200e+01  3   78d
 76822.530388455   35.575260  -97.225876   9230.8   0.03  8  1.4700e+01  3   f8d
 76822.531696208   35.576000  -97.226318   9245.7   0.03  9  1.5300e+01  3  1f8d
 76822.531929292   35.575268  -97.226234   9234.6   0.15  8  1.4300e+01  3  178d
 76822.532506986   35.576187  -97.226891   9281.1   0.43 11  1.8700e+01  3 13f8d
 76822.533415166   35.573544  -97.228119   9024.3   0.15  9  1.4700e+01  3  1f8d
 76822.533549065   35.570286  -97.224350   9326.7   0.12  8  1.5800e+01  3  178d
 76822.533869207   35.570286  -97.224258   9259.0   0.08  8  1.6300e+01  3  178d
 76822.534390916   35.574364  -97.231377   9114.6   0.29  9  1.5100e+01  3  1f8d
 76822.534507672   35.576630  -97.228271   9332.1   0.17 10  1.5000e+01  3 11f8d
 76822.534630734   35.575371  -97.231560   9256.7   0.68  7  2.0700e+01  3  1785
 76822.534692150   35.577305  -97.229424   9203.5   0.05  7  1.3300e+01  3   d8d
 76822.535031118   35.577663  -97.230278   9351.0   0.04  8  1.5100e+01  3  178d
 76822.535117682   35.578007  -97.229828   9235.3   0.11  9  1.3300e+01  3  1f8d
 76822.538376578   35.577370  -97.232216   9262.6   0.60  7  1.3100e+01  3   78d
 76822.538665786   35.576508  -97.234215   9271.9   0.72 10  2.0300e+01  3 11f8d
 76822.538799136   35.577347  -97.233871   9297.6   0.05  7  1.0000e+01  3   d8d
 76822.538895131   35.561523  -97.225128   9602.2   0.23  7  1.1500e+01  3  158d
 76822.539354083   35.576054  -97.236282   9344.8   0.24  9  1.3300e+01  3  1f8d
 76822.539452447   35.576424  -97.235336   9354.6   0.16 10  1.4700e+01  3 11f8d
 76822.540132856   35.559322  -97.225708   9776.2   0.05  8  1.2600e+01  3  1f8c
 76822.540317976   35.557442  -97.224220  10037.0   0.08 10  1.3000e+01  3 11f8d
 76822.540448814   35.557220  -97.226135   9981.6   0.14  7  1.2900e+01  3  158d
 76822.540533321   35.556622  -97.225357   9934.7   0.10  7  1.5300e+01  3  390d
 76822.541048257   35.556942  -97.227226   9752.7   0.12  8  1.5300e+01  3   f8d
 76822.543898194   35.557831  -97.228409   9740.5   0.15  9  1.5800e+01  3 1178d
 76822.546943279   35.555599  -97.230560   9904.3   0.10  8  1.7200e+01  3  178d
 76822.547072135   35.556511  -97.230690   9903.6   0.29  7  1.2400e+01  3 1198c
 76822.575018824   35.794865  -97.318657   6838.1   0.34 10  2.7000e+01  3 1378d
 76822.575810399   35.782593  -97.300529   6608.3   0.87  7  1.7500e+01  3   78d
 76822.576183417   35.550770  -97.227554  10219.1   0.23  7  1.4100e+01  0   78d
 76822.588218486   35.681114  -97.461067  10714.9   0.31  7  1.1100e+01  0 10f05
 76822.590097210   35.788166  -97.291176   6963.7   0.10  7  1.1200e+01  3   78d
 76822.599471268   35.549980  -97.229507  10047.3   0.20  7  1.7200e+01  0  1d89
 76822.599820765   35.562645  -97.234398  12171.9   0.76  7  2.1400e+01  0 17188
 76822.599939590   35.570114  -97.242798   9067.6   0.36  7  1.7800e+01  0 11781
 76822.603047585   35.781929  -97.321098   7221.6   0.05  7  2.1800e+01  3  3f08
 76822.605260062   35.797039  -97.291740   6935.0   0.14  8  1.8000e+01  3  178d
 76822.619616584   35.812447  -97.455299  10637.0   0.64  7  1.4700e+01  0   78d
 76822.639029086   35.808250  -97.458817  10154.2   0.29 10  1.3900e+01  3  3f8d
 76822.646697787   35.559002  -97.240082  10289.1   0.20  8  1.5600e+01  0  178d
 76822.649292272   35.803967  -97.454544   9229.5   0.36  7  1.3200e+01  3   78d
 76822.651264040   35.805386  -97.454353   9358.4   0.07  7  1.5800e+01  3   78d
 76822.659638379   35.804688  -97.455177   8848.3   0.20  7  1.4600e+01  3   78d
 76822.665743523   35.713043  -97.406944   9901.0   0.67 10  1.7000e+01  3 13f85
 76822.665809057   35.800758  -97.453186   8422.9   0.22  7  1.1300e+01  3   78d
 76822.667099175   35.799786  -97.454178   9082.1   0.26  7  1.5600e+01  3   78d
 76822.675450123   35.795132  -97.452713   8852.8   0.35 10  1.6300e+01  3 13f0d
 76822.680641946   35.792084  -97.448059   8859.2   0.16  7  1.6500e+01  3  1785
 76822.682277223   35.791691  -97.445633   9022.2   0.15  7  1.4600e+01  3  2e85
 76822.687468807   35.812714  -97.441353   8340.6   0.29  7  1.0900e+01  3  1a8d
 76822.692164775   35.812920  -97.440369   8390.1   0.21  8  1.1600e+01  3 1198d
 76822.713195114   35.869450  -97.269257   7921.7   0.07  7  1.4700e+01  3   78d
 76822.722289742   35.865044  -97.269257   7433.6   0.21  7  1.2100e+01  3   78d
 76822.732208970   35.879681  -97.272194   7023.1   0.26  7  1.3200e+01  3   78d
 76822.738235920   35.795189  -97.207382   9313.2   0.29  7  1.1600e+01 -3   d8d
 76822.740847918   35.875706  -97.259689   7425.7   0.60  9  1.5400e+01  3  1f8d
 76822.745065779   35.876148  -97.262627   7203.9   0.28  7  1.5600e+01  3   78d
 76822.746048744   35.876770  -97.262154   7133.7   0.31  7  1.3200e+01  3   78d
 76822.758637907   35.792267  -97.213394   9352.8   0.13  7  1.5500e+01 -3   78d
 76822.776231384   35.759789  -97.001114  10243.5   0.11  7  1.2100e+01  0  158d
 76822.781292528   35.798050  -97.208694   9135.8   0.13 10  1.7400e+01 -3 13d8d
 76822.783397862   35.798531  -97.207146   8880.4   0.28  8  1.4800e+01 -3   f8d
 76822.807451581   35.807339  -97.208000   7757.2   0.49  7  1.4200e+01  3   78d
 76822.822400190   35.819752  -97.204475   7869.8   0.13  7  1.5300e+01  3   78d
 76822.825203145   35.719280  -97.437889   9347.6   0.07  7  1.1000e+01  3   78d
 76822.826457007   35.719276  -97.437134   9399.2   0.24  8  1.7800e+01  3  178d
 76822.829225615   35.858707  -97.293068   8250.8   0.08  7  1.7300e+01  3   78d
 76822.829297334   35.858150  -97.290001   7637.7   0.08  7  1.3900e+01  3  158d
 76822.842978620   35.749485  -97.483200   9121.5   0.34  8  1.2000e+01  3 1348d
 76822.857952812   35.745846  -97.479538   8562.5   0.06  7  1.8900e+01  3   78d
 76822.859215338   35.800091  -97.196327   8299.8   0.13  8  1.3200e+01  0  178d
 76822.861214815   35.782776  -97.200706   9434.7   0.18  8  1.6300e+01 -3  1d8d
 76822.893686841   35.720486  -97.433388   9830.0   0.04  7  9.3000e+00  3 1058d
 76822.901149011   35.888111  -97.253616   8149.8   0.68  7  1.3300e+01  3   78d
 76822.908011915   35.670044  -97.444595  16380.8   0.10  7  9.7000e+00  0   d8d
 76822.908361281   35.753468  -97.473228   9311.4   0.45  7  1.2800e+01  3   78d
 76822.910263521   35.897133  -97.251076   7456.3   0.34  7  1.6800e+01  3   78d
 76822.913855794   35.900875  -97.246712   6994.3   0.42  8  1.5900e+01  3  178d
 76822.919468892   35.748875  -97.492920   8863.2   0.48  8  1.3700e+01  3 13f04
 76822.922534395   35.903908  -97.258476   7415.7   0.77  7  1.2500e+01  3  158d
 76822.938658010   35.903728  -97.269997   6128.7   0.55  7  1.3400e+01  3   78d
 76822.944206838   35.748043  -97.476151   9229.4   0.48  8  1.1700e+01  3  178d
 76822.964320353   35.743752  -97.482513   8974.8   0.39  7  1.1000e+01  3  3d84
 76822.967804119   35.719887  -97.436119   9427.0   0.10 10  1.2600e+01  3 11f8d
 76822.971006628   35.751530  -97.466675   9179.5   0.21  7  2.1100e+01  3   78d
 76822.972191592   35.743320  -97.472855   9139.3   0.50  9  1.1600e+01  3  3f89
 76822.974414458   35.721134  -97.454765   8454.5   0.24 11  1.3600e+01  3 13f8d
 76822.974826259   35.752899  -97.461739   8251.9   0.46  7  1.2100e+01  3   78d
 76822.975881590   35.745747  -97.462738   8364.7   0.47  7  1.5000e+01  3   78d
 76822.976070817   35.746277  -97.462585   8407.4   0.37  8  1.5100e+01  3   f8d
 76822.987904881   35.747463  -97.457535   8690.4   0.34  7  1.4300e+01  3   78d
 76822.997086432   35.787395  -96.987190   8604.9   0.17  7  1.9400e+01  0   78d
 76823.001442615   35.781921  -97.211395   9340.2   0.16  9  1.7800e+01 -3 1178d
 76823.002027189   35.813961  -97.208130   7564.2   0.23  9  1.9100e+01  3 13d85
 76823.002929034   35.821831  -97.210930   7304.4   0.29  7  1.5700e+01  3   78d
 76823.008947460   35.822441  -97.218269   7603.6   0.39  7  1.3300e+01  3   78d
 76823.012604617   35.829395  -97.212624   7423.5   0.05  8  1.5700e+01  3  1d8d
 76823.016094057   35.820755  -97.222130   7888.5   0.61  7  1.3700e+01  3   78d
 76823.016485762   35.833992  -97.215179   6910.7   0.54  7  1.2500e+01  3   78d
 76823.016815613   35.830132  -97.219315   7126.6   0.07  7  1.2400e+01  3   78d
 76823.024441569   35.842842  -97.129211  16181.7   0.02  7  1.6100e+01  0 13f00
 76823.024547190   35.796059  -97.221245  11738.1   0.52  9  1.0900e+01 -3 11e8d
 76823.027295562   35.836090  -97.227997   6981.7   0.57  9  1.9700e+01  3  1f8d
 76823.030098421   35.729164  -97.431702   9093.3   0.41  8  1.3100e+01  3   f8d
 76823.031717899   35.836819  -97.231514   6572.7   0.29  7  1.2400e+01  3   78d
 76823.034269995   35.841335  -97.225357   6787.8   0.44  7  1.5300e+01  3   78d
 76823.038992927   35.731766  -97.424629   8701.5   0.14 10  1.5200e+01  3 13d8d
 76823.039093968   35.840351  -97.239357   6740.6   0.12  7  1.5100e+01  3   78d
 76823.039546644   35.733746  -97.428474   9223.4   0.20  7  1.3900e+01  3 1118d
 76823.039922841   35.833630  -97.248291   6475.6   0.29  8  1.3100e+01  3  178d
 76823.041334511   35.731213  -97.422813   8791.5   0.07  7  1.3400e+01  3   78d
 76823.042560116   35.733467  -97.427925   9186.3   0.12  8  1.5100e+01  3  178d
 76823.046683231   35.747456  -97.420013   9715.7   0.94  9  1.5600e+01  3  3d8d
 76823.062993412   35.660503  -97.437424  16532.7   0.12  8  9.9000e+00  0 11d89
 76823.100732957   35.737385  -97.438148  11660.2   0.15  8  1.0000e+01 -3 10d8d
 76823.101355069   35.731731  -97.417564   8708.8   0.10  7  2.1300e+01  3 12d84
 76823.111642659   35.739365  -97.433556   9147.5   0.12  8  1.2300e+01  3 12d89
 76823.145722227   35.916786  -97.257217   6297.3   0.24  7  1.3100e+01  3   78d
 76823.161620680   35.878437  -97.250931   6829.3   0.12  7  1.8000e+01  3  158d
 76823.252371612   35.738960  -97.229118   8347.7   0.25  8  1.3300e+01  3  178d
 76823.253718350   35.741581  -97.238480   9360.7   0.40  7  1.6700e+01  3   78d
 76823.255746566   35.744228  -97.230522   7977.5   0.15  7  1.3000e+01  3  1a8d
 76823.262108137   35.751862  -97.224815   7877.8   0.43  7  1.4600e+01  3   78d
 76823.278170193   35.760395  -97.229958   8157.7   0.09  7  1.5600e+01  3  1785
 76823.293263191   35.758202  -97.240280   8136.9   0.31  8  1.4800e+01  3  178d
 76823.301338800   35.750900  -97.213509   8699.8   0.10  7  1.6500e+01  3   78d
 76823.322373546   35.746899  -97.240265  10116.0   0.19  7  1.2500e+01 -3  1b85
 76823.336092166   35.776348  -97.280304   6512.7   0.12  7  1.3100e+01  3   78d
 76823.344264070   35.779461  -97.262856   8609.1   0.46  7  1.5800e+01  0  1f84
 76823.346220392   35.763134  -97.282341   7416.1   0.10  8  1.2400e+01  3  1d8d
 76823.346582965   35.765236  -97.279099   7387.6   0.24  7  1.0800e+01  3   78d
 76823.409627319   35.750134  -97.229172  10294.4   0.14 11  1.4400e+01 -3 13f8d
 76823.424264094   35.744305  -97.219170   8416.3   0.24  7  1.7300e+01  3 10d89
 76823.426673041   35.740234  -97.212959   8915.5   0.20  9  1.5300e+01  3  1f8d
 76823.440222317   35.767979  -97.286179   6873.3   0.03  7  1.0500e+01  3   78d
 76823.464484752   35.760078  -97.301773   6727.7   0.42  7  1.4200e+01  3   78d
 76823.473816839   35.755352  -97.307930   6743.4   0.19  7  1.4100e+01  3   78d
 76823.476096839   35.753662  -97.311462   6660.8   0.08  7  1.1200e+01  3   78d
 76823.477599270   35.753540  -97.312698   6679.4   0.37  7  1.5800e+01  3   78d
 76823.479537862   35.755054  -97.316879   6591.0   0.04  7  1.5600e+01  3   78d
 76823.480131847   35.757633  -97.244865  11025.0   0.09  8  1.2800e+01 -3   f8d
 76823.484401076   35.751747  -97.311142   6064.6   0.18  7  1.4000e+01  3   78d
 76823.492495541   35.759762  -97.328369   6093.3   0.12  7  1.2700e+01  3   78d
 76823.500675111   35.763809  -97.332321   5928.3   0.17  7  1.3200e+01  3   78d
 76823.510701852   35.761375  -97.340385   5535.1   0.31  7  1.1700e+01  0   78d
 76823.511019411   35.762470  -97.339874   5907.2   0.14  7  1.1200e+01  3   78d
 76823.681216466   35.652946  -97.375656  15685.4   0.21  8  1.0500e+01  0 10d8d
 76823.866089145   35.802391  -97.295700   6517.6   0.15  7  1.3800e+01  3   78d
 76823.898816902   35.761173  -97.593925  10465.0   0.12  9  1.3700e+01  0 10f8d
 76823.941712717   35.673935  -97.410904  16589.9   0.08 10  1.1600e+01  0 13d8d
 76823.952258665   35.802349  -97.298912   6797.9   0.30  7  1.3200e+01  0   78d
 76823.967590893   35.669941  -97.397858   8217.3   0.15  8  1.5200e+01  3  178d
 76823.969752043   35.671406  -97.394760   8351.5   0.23  7  1.3300e+01  0   78d
 76823.975700485   35.529476  -97.283333  10142.8   0.83 10  1.8300e+01  0 1378d
 76823.980111736   35.524132  -97.287903   9800.6   0.47  7  1.3500e+01  0   f89
 76823.980938384   35.530792  -97.285660  10151.5   0.08 10  1.6100e+01  0 11f8d
 76823.985055758   35.531944  -97.281876  10119.4   0.08  9  1.5200e+01  0  1f8d
 76823.985539490   35.530777  -97.280815  10061.4   0.32  7  1.5100e+01  0  1785
 76823.986698995   35.529049  -97.287048  10061.1   0.10  9  1.5600e+01  0  1f8d
 76823.986788515   35.528942  -97.288269  10193.4   0.12  8  1.8100e+01  0  178d
 76823.989359037   35.527851  -97.282860  10221.7   0.96  8  1.5900e+01  0  1d8d
 76823.991969591   35.527462  -97.279976  10153.4   0.31 11  2.4300e+01  0 17b8d
 76823.993604869   35.529678  -97.274536   9952.4   0.42  7  1.1900e+01  0   f8c
 76824.002940724   35.525826  -97.288284   9995.2   0.05  8  1.5200e+01  3  178d
 76824.004376288   35.524353  -97.289146   9864.9   0.82  7  1.3400e+01  3  158d
 76824.004538497   35.525627  -97.287834  10256.0   0.43 11  2.6300e+01  3 17b8d
 76824.004642034   35.523540  -97.291924   9289.9   0.71  8  2.3900e+01  3  278d
 76824.004718967   35.532887  -97.286507  10360.1   0.16  7  1.5500e+01  3   78d
 76824.004810754   35.532848  -97.287865  10182.8   0.05 10  1.6100e+01  3 11f8d
 76824.004898985   35.525116  -97.286392   9979.8   0.38 10  1.4300e+01  3 11f8d
 76824.006975370   35.527397  -97.285194  10061.5   0.15  7  1.9800e+01  3 10785
 76824.009281252   35.532124  -97.294754  10265.7   0.23  7  1.1000e+01  3   d8d
 76824.010890615   35.522514  -97.283234   9985.7   0.05  9  1.4400e+01  3  1f8d
 76824.011585156   35.522953  -97.283035  10021.0   0.09 11  1.3700e+01  3 13f8d
 76824.015609068   35.521893  -97.280853   9849.4   0.07  8  1.1700e+01  3   f8d
 76824.018530999   35.544319  -97.286606  10014.8   0.22 10  1.4200e+01  3 11f8d
 76824.018676130   35.544647  -97.285789   9992.7   0.18  7  1.4100e+01  3   78d
 76824.019174406   35.538090  -97.295296   9990.8   0.24  8  1.5600e+01  3 10e8d
 76824.020983786   35.520355  -97.281898   9727.5   0.07  7  1.1000e+01  3   78d
 76824.022257722   35.519260  -97.281525  10031.7   0.07  9  1.6700e+01  3  1f8d
 76824.023580718   35.520176  -97.278130  10068.9   0.28  7  1.2200e+01  3 1170c
 76824.024561471   35.518101  -97.283913   9782.7   0.02  9  1.7100e+01  3 1178d
 76824.026604607   35.552071  -97.291344   9924.9   0.09  9  1.3700e+01  3 10f8d
 76824.026936344   35.519264  -97.281685  10155.2   0.95  7  1.3100e+01  3 1170c
 76824.027269378   35.519073  -97.279366  10005.4   0.11 10  1.3200e+01  3 11f8d
 76824.027357558   35.549839  -97.287506   9715.0   0.13  7  1.4700e+01  3   78d
 76824.028479228   35.518917  -97.279663   9945.4   0.23 11  1.6700e+01  3 13f8d
 76824.028819603   35.517876  -97.282013  10065.5   0.29 10  1.7700e+01  3 17d0d
 76824.029535076   35.554882  -97.291725  10039.9   0.11 10  1.5000e+01  3 11f8d
 76824.031488633   35.554775  -97.292984  10058.3   0.14  8  1.2200e+01  3   f8d
 76824.034983956   35.656498  -97.396317   7521.2   0.31  7  1.3100e+01  3   78d
 76824.039371233   35.676647  -97.268135   9437.4   0.25 10  1.6900e+01  3 1378d
 76824.041187004   35.646873  -97.391960   7718.5   0.29  9  1.5600e+01  3  3f85
 76824.041798446   35.648182  -97.390396   7827.6   0.21  7  1.3500e+01  3   78d
 76824.043282724   35.671482  -97.274086   9290.3   0.10  8  1.0200e+01  3 10d8d
 76824.043411378   35.673428  -97.270828   9541.5   0.60 10  2.0600e+01  3 1378d
 76824.049074076   35.671284  -97.272881   9200.8   0.23  8  1.2900e+01  3 1078d
 76824.049972958   35.557587  -97.301384   9948.2   0.53  9  1.5500e+01  3  1f8d
 76824.051548291   35.560310  -97.305534   9879.0   0.56  7  1.4400e+01  3   78d
 76824.051723259   35.671410  -97.394325   8499.5   0.70 11  1.5500e+01  0 13f8d
 76824.054020791   35.640148  -97.393082   7979.4   0.12  7  1.2900e+01  3   78d
 76824.054224916   35.670498  -97.276688   9548.1   0.50  9  1.4500e+01  3 10f8d
 76824.054512665   35.562691  -97.307518   9564.8   0.23  7  1.2000e+01  3   78d
 76824.055137085   35.671963  -97.394669   8534.9   0.28 10  1.4700e+01  0 11f8d
 76824.056663874   35.676048  -97.272125   9685.9   0.08  9  1.6200e+01  3 1178d
 76824.058024529   35.635574  -97.388771   8082.7   0.11  9  1.2500e+01  3 13b0d
 76824.058075639   35.635799  -97.387024   8087.6   0.20 10  1.5000e+01  3 13d8d
 76824.058807503   35.636353  -97.389465   8111.5   0.04  9  1.0600e+01  3 1178d
 76824.059007260   35.565395  -97.309387   9617.0   0.07  8  1.2900e+01  3 1078d
 76824.059850868   35.632973  -97.388802   8042.5   0.65 10  1.5100e+01  3 13d8d
 76824.060274398   35.633076  -97.386703   8165.8   0.27 10  1.3500e+01  3 13f89
 76824.061326438   35.636055  -97.390030   8203.7   0.54  7  1.8200e+01  3   78d
 76824.061656592   35.631363  -97.384346   8234.0   0.12  9  1.6700e+01  3  1f8d
 76824.061794899   35.629883  -97.385361   8146.3   0.03  7  1.3300e+01  3   78d
 76824.067211270   35.673893  -97.392944   8502.0   0.08  7  1.0900e+01  0   78d
 76824.068015351   35.681755  -97.288933   9403.7   0.17 11  1.7000e+01  3 13f8d
 76824.073885373   35.627964  -97.382385   8202.4   0.08 10  1.5200e+01  3 13d8d
 76824.074777184   35.685562  -97.290855   8831.0   0.93  7  1.5100e+01  3   78d
 76824.077022184   35.627956  -97.383751   7979.1   0.17  7  1.6200e+01  3   78d
 76824.078151915   35.627151  -97.384789   7912.9   0.10  7  1.1300e+01  3   78d
 76824.079131155   35.627121  -97.380157   8188.9   0.19  9  1.3800e+01  3 1178d
 76824.079422218   35.626270  -97.380104   8037.5   0.39 10  1.6300e+01  3 13d8d
 76824.079794398   35.617466  -97.390488   8266.2   0.21  7  1.5400e+01  3 11d88
 76824.079885837   35.688187  -97.291336   9208.2   0.02  8  1.4300e+01  3 1078d
 76824.080755507   35.625885  -97.388222   7924.2   0.08  8  1.2400e+01  3  178d
 76824.083165208   35.625500  -97.379898   8435.4   0.26 11  1.4400e+01  3 13f8d
 76824.084621706   35.624866  -97.394264   7801.1   0.23  7  1.4100e+01  3  1785
 76824.085455018   35.624569  -97.377953   8567.2   0.06  7  2.0800e+01  3  3589
 76824.086439111   35.625031  -97.395317   7948.2   0.16 10  1.6100e+01  3 1378d
 76824.087332568   35.623955  -97.377716   8721.0   0.97 10  2.0700e+01  3 1378d
 76824.088324422   35.613155  -97.386887   8755.3   0.39  7  2.0300e+01  3  1c8d
 76824.089211903   35.627247  -97.394173   7848.3   0.16  7  1.4200e+01  3   78d
 76824.089385092   35.623329  -97.398277   8105.2   0.96  8  1.6100e+01  3  1d8d
 76824.089941145   35.695606  -97.292809   9291.4   0.09  7  1.0500e+01  3  158d
 76824.090572660   35.628258  -97.394775   8039.9   0.17  8  1.4900e+01  3  3d89
 76824.090899307   35.624302  -97.374786   9503.9   0.03  8  1.5900e+01  3  3f05
 76824.091023743   35.695698  -97.291954   8782.7   0.26  7  1.3600e+01  3 11784
 76824.091530406   35.694466  -97.294693   9109.9   0.20  9  1.1000e+01  3 11f0d
 76824.093909544   35.528275  -97.251656   9998.5   0.75  7  2.2500e+01  3  6585
 76824.097271323   35.627045  -97.369102   9664.6   0.65  7  1.1000e+01  3  168d
 76824.097350286   35.628578  -97.367119   9666.9   0.09 10  1.1400e+01  3 11f8d
 76824.098295468   35.515823  -97.279533  10057.7   0.29  8  1.7300e+01  3  1d8d
 76824.098533975   35.515427  -97.280266  10013.9   0.11  8  1.3300e+01  3 11f0c
 76824.099105498   35.516850  -97.279533  10010.4   0.14 12  1.8700e+01  3 17f8d
 76824.100042653   35.620468  -97.371567   9733.8   0.23  7  1.9700e+01  3   f85
 76824.100116879   35.619656  -97.371902   9863.0   0.39 12  2.1900e+01  3 17f8d
 76824.101206889   35.629318  -97.365829   9712.9   0.32  7  1.3700e+01  3 1130d
 76824.104680299   35.703785  -97.293251   7983.8   0.10  8  1.6500e+01  3  178d
 76824.107082305   35.616112  -97.370262   9841.8   0.26  9  1.1100e+01  3 1178d
 76824.108978393   35.616825  -97.370560   9839.2   0.11  7  1.3300e+01  3 1070d
 76824.109735623   35.514084  -97.288643  10071.5   0.31 10  1.5200e+01  3 1378d
 76824.110366993   35.515125  -97.286217  10007.4   0.85  9  1.7100e+01  3  1f8d
 76824.111647214   35.699749  -97.297485   7714.4   0.29  7  1.3700e+01  3  1789
 76824.112056570   35.513401  -97.291916  10063.8   0.42 10  1.5900e+01  3 11f8d
 76824.113211810   35.514721  -97.288429  10183.7   0.57 11  1.8000e+01  3 15f8d
 76824.113730562   35.514530  -97.287361  10122.7   0.12 10  1.9300e+01  3 16d8d
 76824.115623521   35.627861  -97.362770   9770.1   0.07  7  1.6900e+01  3 1068d
 76824.117443748   35.513958  -97.288033  10426.3   0.46  7  1.2200e+01  3   d8d
 76824.117959725   35.509220  -97.288963  10165.8   0.68 10  1.5600e+01  3 13b8d
 76824.118535435   35.512238  -97.293037  10422.4   0.28  9  1.8100e+01  3 1358d
 76824.118600303   35.513546  -97.290306  10473.5   0.32 12  2.5000e+01  3 17f8d
 76824.121240214   35.678295  -97.404984   9757.2   0.02  9  1.4100e+01 -3 11d8d
 76824.122628125   35.509426  -97.300850  10059.5   0.67 10  1.7000e+01  3 17f0c
 76824.122966681   35.631371  -97.359917   9854.8   0.08  9  1.3100e+01  3  1f8d
 76824.124230554   35.515755  -97.292694  10248.3   0.81  8  1.6100e+01  3   f8d
 76824.125770885   35.512356  -97.295692  10014.2   0.06 10  1.7300e+01  3 13d8d
 76824.126414231   35.673824  -97.404282   8770.2   0.06 10  1.8400e+01  0 13d8d
 76824.127088404   35.512337  -97.296608  10107.9   0.05  8  1.6200e+01  3  178d
 76824.129218596   35.510136  -97.299461  10302.2   0.88  9  2.3500e+01  3 1558d
 76824.129977937   35.665016  -97.388435   8564.7   0.57  8  1.0700e+01  3 1158d
 76824.130170035   35.678093  -97.405167   9732.2   0.12  9  1.3300e+01 -3 1178d
 76824.130441585   35.660828  -97.456520  15589.4   0.22  7  1.2800e+01  0 13d08
 76824.130764799   35.673790  -97.404366   8772.3   0.06  9  1.4700e+01  0 11d8d
 76824.131004082   35.709103  -97.120056   8905.0   0.38  9  1.9700e+01  0  378d
 76824.133514747   35.678917  -97.404282   9795.3   0.54 11  1.7000e+01 -3 13f8d
 76824.133928218   35.512959  -97.299011  10475.2   0.55  8  1.8200e+01  3 11a8d
 76824.133949568   35.673840  -97.404030   8700.8   0.09  9  2.0100e+01  0  3d8d
 76824.135660354   35.673679  -97.405258   8745.9   0.22 10  1.7500e+01  0 12f8d
