datetime,lat,lon,unknown,Power,kA,strokes
2013-05-19 22:04:26,35.816,-96.915,488.9,87.8,kA,1
2013-05-19 22:04:36,35.91,-97.02799999999999,377.2,68.7,kA,1
2013-05-19 22:04:50,35.841,-96.91,707.0,125.1,kA,1
2013-05-19 22:05:00,35.824,-96.898,713.5,126.2,kA,1
2013-05-19 22:05:06,35.835,-96.944,450.9,81.3,kA,1
2013-05-19 22:05:08,35.804,-96.963,-118.1,-16.0,kA,1
2013-05-19 22:05:11,35.900999999999996,-97.03200000000001,522.2,93.5,kA,1
2013-05-19 22:05:12,35.835,-97.069,71.9,16.5,kA,1
2013-05-19 22:05:37,35.85,-96.852,535.7,95.8,kA,1
2013-05-19 22:05:45,35.87,-97.054,376.6,68.6,kA,1
2013-05-19 22:05:54,35.816,-96.96,63.7,15.1,kA,1
2013-05-19 22:06:00,35.82,-96.925,615.8,109.5,kA,1
2013-05-19 22:06:09,35.829,-96.93,571.3,101.9,kA,1
2013-05-19 22:06:19,35.899,-97.04299999999999,406.4,73.7,kA,1
2013-05-19 22:06:21,35.828,-96.93,76.6,17.3,kA,1
2013-05-19 22:06:33,35.813,-96.941,559.6,99.9,kA,1
2013-05-19 22:06:41,35.86,-96.929,583.0,103.9,kA,3
2013-05-19 22:06:53,35.836999999999996,-96.882,493.6,88.6,kA,1
2013-05-19 22:06:58,35.845,-96.866,256.7,48.1,kA,1
2013-05-19 22:06:58,35.873000000000005,-97.01100000000001,-182.5,-27.0,kA,1
2013-05-19 22:07:12,35.861999999999995,-96.96,136.3,27.5,kA,1
2013-05-19 22:07:20,35.818000000000005,-96.736,88.3,19.3,kA,1
2013-05-19 22:07:24,35.823,-96.89200000000001,573.1,102.2,kA,1
2013-05-19 22:07:36,35.827,-96.87299999999999,1242.7,216.7,kA,1
2013-05-19 22:07:40,35.846,-96.928,540.4,96.6,kA,1
2013-05-19 22:07:46,35.861,-96.916,535.1,95.7,kA,2
2013-05-19 22:08:04,35.842,-96.958,71.9,16.5,kA,2
2013-05-19 22:08:24,35.863,-96.955,518.1,92.8,kA,1
2013-05-19 22:08:25,35.826,-97.008,93.6,20.2,kA,1
2013-05-19 22:08:36,35.833,-96.92399999999999,649.7,115.3,kA,2
2013-05-19 22:08:47,35.858000000000004,-96.939,109.9,23.0,kA,1
2013-05-19 22:08:49,35.771,-97.068,-132.2,-18.4,kA,1
2013-05-19 22:08:52,35.846,-96.915,773.1,136.4,kA,1
2013-05-19 22:08:59,35.85,-96.874,-182.5,-27.0,kA,2
2013-05-19 22:09:02,35.839,-96.932,319.3,58.8,kA,1
2013-05-19 22:09:14,35.868,-96.89299999999999,167.3,32.8,kA,2
2013-05-19 22:09:17,35.856,-96.89200000000001,294.2,54.5,kA,1
2013-05-19 22:09:50,35.861999999999995,-96.889,993.0,174.0,kA,1
2013-05-19 22:10:10,35.867,-96.855,543.9,97.2,kA,1
2013-05-19 22:10:26,35.83,-96.87799999999999,687.1,121.7,kA,1
2013-05-19 22:10:50,35.876,-96.90899999999999,70.2,16.2,kA,1
2013-05-19 22:10:59,35.855,-97.189,63.7,15.1,kA,1
2013-05-19 22:11:21,35.849000000000004,-97.024,-119.9,-16.3,kA,1
2013-05-19 22:11:23,35.847,-96.904,421.6,76.3,kA,1
2013-05-19 22:11:26,35.905,-97.024,471.3,84.8,kA,1
2013-05-19 22:11:57,35.885,-96.948,-200.0,-30.0,kA,2
2013-05-19 22:12:03,35.903,-97.006,529.2,94.7,kA,3
2013-05-19 22:12:43,35.917,-97.041,762.0,134.5,kA,1
2013-05-19 22:13:28,35.885999999999996,-96.79899999999999,844.4,148.6,kA,1
2013-05-19 22:14:44,35.655,-96.84899999999999,-128.7,-17.8,kA,1
2013-05-19 22:15:22,35.958,-96.96,618.7,110.0,kA,1
2013-05-19 22:15:43,35.963,-96.994,530.4,94.9,kA,1
2013-05-19 22:16:15,35.897,-97.01700000000001,581.3,103.6,kA,2
2013-05-19 22:16:17,35.798,-96.845,478.4,86.0,kA,1
2013-05-19 22:16:30,35.865,-96.91799999999999,787.7,138.9,kA,1
2013-05-19 22:16:33,35.864000000000004,-96.899,-119.3,-16.2,kA,1
2013-05-19 22:16:54,35.853,-96.868,-130.4,-18.1,kA,1
2013-05-19 22:17:11,35.818000000000005,-96.757,-132.7,-18.5,kA,1
2013-05-19 22:17:25,35.84,-96.848,981.3,172.0,kA,1
2013-05-19 22:17:25,36.016,-96.822,76.0,17.2,kA,1
2013-05-19 22:17:34,35.843,-96.93799999999999,82.5,18.3,kA,1
2013-05-19 22:17:36,35.721,-96.87100000000001,-175.4,-25.8,kA,1
2013-05-19 22:18:20,36.021,-96.88,838.6,147.6,kA,1
2013-05-19 22:18:52,36.006,-96.902,236.8,44.7,kA,1
2013-05-19 22:19:14,35.859,-96.77600000000001,633.9,112.6,kA,1
2013-05-19 22:19:30,35.874,-96.844,-122.8,-16.8,kA,1
2013-05-19 22:19:49,35.883,-96.85700000000001,-126.9,-17.5,kA,4
2013-05-19 22:20:04,36.029,-96.885,412.9,74.8,kA,1
2013-05-19 22:20:22,35.856,-96.837,-116.4,-15.7,kA,1
2013-05-19 22:20:26,35.945,-96.98299999999999,465.5,83.8,kA,2
2013-05-19 22:21:18,35.861999999999995,-96.853,-114.6,-15.4,kA,1
2013-05-19 22:21:24,36.025999999999996,-96.95,263.2,49.2,kA,1
2013-05-19 22:21:25,35.832,-96.75299999999999,309.4,57.1,kA,2
2013-05-19 22:21:38,35.868,-96.84700000000001,-158.5,-22.9,kA,1
2013-05-19 22:21:44,35.934,-96.895,-147.4,-21.0,kA,2
2013-05-19 22:21:50,35.869,-96.84100000000001,-114.0,-15.3,kA,3
2013-05-19 22:21:56,35.874,-96.77600000000001,582.5,103.8,kA,1
2013-05-19 22:22:13,35.879,-96.80799999999999,826.9,145.6,kA,1
2013-05-19 22:22:24,35.746,-96.766,-187.1,-27.8,kA,2
2013-05-19 22:22:33,35.854,-96.844,-114.0,-15.3,kA,1
2013-05-19 22:23:04,35.874,-96.88600000000001,-171.9,-25.2,kA,1
2013-05-19 22:23:07,35.966,-96.79700000000001,299.4,55.4,kA,1
2013-05-19 22:24:29,35.938,-96.863,138.0,27.8,kA,2
2013-05-19 22:24:38,35.997,-96.781,566.7,101.1,kA,4
2013-05-19 22:24:53,35.921,-96.87200000000001,-142.1,-20.1,kA,1
2013-05-19 22:25:07,35.994,-96.859,326.3,60.0,kA,1
2013-05-19 22:26:00,35.977,-96.84100000000001,526.3,94.2,kA,1
2013-05-19 22:26:35,35.915,-96.823,66.1,15.5,kA,1
2013-05-19 22:26:42,35.917,-96.81299999999999,-125.1,-17.2,kA,3
2013-05-19 22:27:02,36.016,-96.81700000000001,474.9,85.4,kA,1
2013-05-19 22:28:32,35.882,-96.63600000000001,-119.9,-16.3,kA,2
2013-05-19 22:28:33,36.036,-96.72200000000001,258.5,48.4,kA,1
2013-05-19 22:28:41,35.943000000000005,-96.822,-112.9,-15.1,kA,3
2013-05-19 22:29:22,35.935,-96.789,-156.7,-22.6,kA,1
2013-05-19 22:29:36,36.032,-96.78299999999999,126.9,25.9,kA,1
